"ISSCAAP","TAXOCODE","X3A_CODE","Scientific_name","English_name","French_name","Spanish_name","Arabic_name","Chinese_name","Russian_name","Author","Family","Order","Stats_data","geometry"
11,"1400201310","BUI","Barbus macrotaenia","Broadband barb","","","","","","Worthington 1933","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400201311","BUY","Barbus neumayeri","","","","","","","Fischer 1884","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400201314","BUN","Barbus longiceps","","","","","","","Valenciennes 1842","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400201315","BSJ","Barbus plebejus","","","","","","","Bonaparte 1839","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400201328","BBU","Barbus altianalis","Ripon barbel","","","","","","Boulenger 1900","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400201329","BBI","Barbus altidorsalis","","","","","","","Boulenger 1908","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400201332","BBK","Barbus callensis","Algerian barb","","","","","","Valenciennes 1842","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400201333","BUE","Barbus eurystomus","","","","","","","Keilhack 1908","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400201334","BUL","Barbus lineomaculatus","Line-spotted barb","","","","","","Boulenger 1903","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400201335","BSN","Barbus unitaeniatus","Slender barb","","","","","","Günther 1866","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400201337","BUU","Barbus paludinosus","Straightfin barb","","","","","","Peters 1852","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400201338","BSI","Barbus perince","","","","","","","Rüppell 1836","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400201340","BSM","Barbus mattozi","Papermouth","","","","","","Guimaraes 1884","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400201341","BUQ","Barbus marequensis","Largescale yellowfish","","","","","","Smith 1841","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400201343","BST","Barbus trimaculatus","Threespot barb","","","","","","Peters 1852","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400201344","BSO","Barbus tropidolepis","","","","","","","Boulenger 1900","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400201345","BBZ","Barbus cyclolepis","","","","","","","Heckel 1837","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400201401","HON","Chondrostoma nasus","Common nase","Nase commun","Condrostoma común","سمكة شبّوط شائعة","软口鱼","","(Linnaeus 1758)","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400201402","HOX","Chondrostoma toxostoma","","","","","","","(Vallot 1837)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400201403","HOY","Chondrostoma polylepis","Iberian nase","","","","","","Steindachner 1864","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400201404","HOS","Chondrostoma soetta","","","","","","","Bonaparte 1840","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400201405","HOG","Chondrostoma genei","","","","","","","(Bonaparte 1839)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400201501","AGE","Agosia chrysogaster","Longfin dace","","","","","","Girard 1856","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400201601","FCC","Carassius carassius","Crucian carp","Carassin(=Cyprin)","Carpín","","黑鲫","Карась золотой","(Linnaeus 1758)","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400201602","CGO","Carassius auratus","Goldfish","Poisson rouge(=Cyprin doré)","Pez rojo","","鲫","Карась  серебряный","(Linnaeus 1758)","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400201603","IUV","Carassius cuvieri","Japanese white crucian carp","","","","日本白鲫","","Temminck & Schlegel 1846","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400201604","CWG","Carassius gibelio","Prussian carp","Carassin argenté","","","银鲫","","(Bloch 1782)","Cyprinidae","CYPRINIFORMES","YES",""
11,"14002016XX","WDX","Carassius spp","","","","","鲫类","","","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400201701","GOG","Gobio gobio","Gudgeon","Goujon","","","","","(Berg 1949)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400201702","GOP","Gobio albipinnatus","White-finned gudgeon","","","","","","Lukasch 1933","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400201801","FRO","Rutilus rutilus","Roach","Gardon","Rutilo","","拟鲤","Плотва","(Linnaeus 1758)","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400201802","RFR","Rutilus frisii","Kutum","","","","","Кутум","(Nordmann 1840)","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400201803","RTR","Rutilus rubilio","","","","","","","(Bonaparte 1837)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400201809","RLA","Rutilus alburnoides","","","","","","","(Steindachner 1866)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400201811","RFZ","Rutilus lemmingii","","","Pardilla","","","","(Steindachner 1866)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400201812","RWC","Rutilus caspicus","Caspian roach","","","","","","(Yakovlev 1870)","Cyprinidae","CYPRINIFORMES","YES",""
11,"14002018XX","FRX","Rutilus spp","Roaches nei","Gardons nca","Rutilos nep","","","","","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400201901","SRE","Scardinius erythrophthalmus","Rudd","Rotengle","Escardinio","","","Красноперка","(Linnaeus 1758)","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400202001","FID","Leuciscus idus","Orfe(=Ide)","Ide mélanote","Cachuelo","بُرعان أبيض","圆腹雅罗鱼","Язь","(Linnaeus 1758)","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400202003","LUC","Leuciscus cephaloides","","","","","","","Battalgil 1942","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202005","FIE","Leuciscus leuciscus","Common dace","Vandoise","Leucisco","فاندوازة","雅罗鱼","","(Linnaeus 1758)","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400202006","LUY","Leuciscus borysthenicus","Dnieper chub","","","","","","(Kessler 1859)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202009","LUP","Leuciscus polylepis","","","","","","","(Steindachner 1866)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202010","LUR","Leuciscus pyrenaicus","","","","","","","Günther 1868","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202012","VLS","Leuciscus schmidti","Schmidt's dace","","","","","Чебак иссык-кульский","(Herzenstein 1896)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202013","VLB","Leuciscus bergi","Issyk-Kul dace","","","","","Чебачек иссык-кульский","Kashkarov 1925","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202014","JNE","Leuciscus baicalensis","Siberian dace","","","","贝加尔雅罗鱼","","(Dybowski 1874)","Cyprinidae","CYPRINIFORMES","NO",""
11,"14002020XX","LEW","Leuciscus spp","Chubs nei","","","","","","","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400202101","RHM","Rhodeus amarus","","","","","","","(Bloch 1782)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202102","ROO","Rhodeus ocellatus","Rosy bitterling","","","","","","Kner 1866","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202103","ROR","Rhodeus sericeus","Bitterling","","","","","","(Pallas 1776)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202301","TBT","Tribolodon taczanowskii","","","","","","","(Steindachner 1881)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202302","TFZ","Tribolodon hakonensis","Big-scaled redfin","","","","","","(Günther 1877)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202303","ZTB","Tribolodon brandtii","Far Eastern ide","","","","","","(Dybowski 1872)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202401","LBG","Labeo angra","","","","","","","(Hamilton 1822)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202403","LBB","Labeo bata","","","","","","","(Hamilton 1822)","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400202404","LBO","Labeo boga","","","","","","","(Hamilton 1822)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202405","LCB","Labeo calbasu","Orangefin labeo","Labéo","Labeo","لابِييُو","蓝野鲮","Калбасу","(Hamilton 1822)","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400202406","LBD","Labeo dero","","","","","","","(Hamilton 1822)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202408","LBM","Labeo dussumieri","","","","","","","(Valenciennes 1842)","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400202409","LBF","Labeo fimbriatus","Fringed-lipped peninsula carp","","","","","","(Bloch 1795)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202410","LBI","Labeo gonius","Kuria labeo","","","","","","(Hamilton 1822)","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400202411","LBJ","Labeo kontius","","","","","","","(Jerdon 1849)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202412","LOI","Labeo microphthalmus","","","","","","","Day 1877","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202413","LON","Labeo nandina","","","","","","","(Hamilton 1822)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202414","LOH","Labeo pangusia","","","","","","","(Hamilton 1822)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202415","LRH","Labeo rohita","Roho labeo","Labéo Roho","Labeo Roho","لبيس روهو","南亚野鲮","Роху","(Hamilton 1822)","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400202416","LOD","Labeo sindensis","","","","","","","(Day 1872)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202417","LBV","Labeo altivelis","Rednose labeo","","","","","","Peters 1852","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202418","LBU","Labeo coubie","","","","","","","Rüppell 1832","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202419","LBY","Labeo cylindricus","Redeye labeo","","","","","","Peters 1868","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202420","LBL","Labeo darlingi","","","","","","","Boulenger 1902","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202421","LBK","Labeo forskalii","","","","","","","Rüppell 1836","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202422","LBN","Labeo fuelleborni","","","","","","","Hilgendorf & Pappenheim 1903","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202423","LBQ","Labeo horie","","","","","","","Heckel 1846-49","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202424","LOM","Labeo mesops","","","","","","","Günther 1868","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202425","LOL","Labeo niloticus","","","","","","","(Forsskål 1775)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202426","LOC","Labeo victorianus","Ningu","","","","","","Boulenger 1901","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400202430","LBP","Labeo capensis","Orange River mudfish","","","","","","(Smith 1841)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202431","LBH","Labeo dyocheilus","","","","","","","(McClelland 1839)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202433","LOE","Labeo rosae","","","","","","","Steindachner 1894","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202435","EOU","Labeo umbratus","Moggel","","","","","","(Smith 1841)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202436","MOH","Labeo chrysophekadion","Black sharkminnow","","","","黑野鲮","","(Bleeker 1850)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202437","ZYS","Labeo congoro","Purple labeo","","","","","","Peters 1852","Cyprinidae","CYPRINIFORMES","NO",""
11,"14002024XX","RHI","Labeo spp","Rhinofishes nei","Labéos nca","Labeos nep","","","","","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400202501","RNR","Cirrhinus cirrhosus","","","","","","","(Bloch 1795)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202502","MUC","Cirrhinus molitorella","Mud carp","Carpe de vase","Carpa de fango","شبّوط الوحل","鲮","Циррина ильная","(Valenciennes 1844)","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400202503","CMG","Cirrhinus mrigala","Mrigal carp","","","","","Мригала (=мригаль)","(Hamilton 1822)","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400202504","RNE","Cirrhinus reba","Reba carp","","","","","","(Hamilton 1822)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202505","RNM","Cirrhinus microlepis","Small scale mud carp","","","","","Циррина ильная мелкочешуйчатая","Sauvage 1878","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400202601","AVL","Algansea lacustris","Pátzcuaro chub","","Acúmara","","","","Steindachner 1895","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202801","ASJ","Aspidoparia jaya","","","","","","","(Hamilton 1822)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202802","ARR","Aspidoparia morar","","","","","","","(Hamilton 1822)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400202901","ABA","Albulichthys albuloides","","","","","","","(Bleeker 1855)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400203101","TCS","Catlocarpio siamensis","Giant barb","","","","","","Boulenger 1898","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400203201","GUH","Chagunius chagunio","","","","","","","(Hamilton 1822)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400203301","HEU","Chela cachius","","","","","","","(Hamilton 1822)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400203302","HEO","Chela laubuca","Indian glass barb","","","","","","(Hamilton 1822)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400203401","ILA","Crossocheilus latius","","","","","","","(Heckel 1838)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400203501","FCG","Ctenopharyngodon idella","Grass carp(=White amur)","Carpe herbivore(=chinoise)","Carpa china","شبّوط  الأعشاب، مبروك الأعشاب","草鱼","Амур белый","(Valenciennes 1844)","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400203601","YCE","Cyclocheilichthys enoplos","","","","","","","(Bleeker 1850)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400203602","YCA","Cyclocheilichthys apogon","Beardless barb","","","","","Барбус апогон","(Valenciennes 1842)","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400203603","YCD","Cyclocheilichthys dumerilii","","","","","","","Sauvage 1881","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400203604","YCQ","Cyclocheilichthys armatus","","","","","","","(Valenciennes 1842)","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400203701","DAE","Danio aequipinnatus","Giant danio","","","","","","(McClelland 1839)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400203703","DAD","Danio dangila","","","","","","","(Hamilton 1822)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400203704","DAV","Danio devario","Sind danio","","","","","","(Hamilton 1822)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400203706","DAI","Danio rerio","Zebra danio","","","","","","(Hamilton 1822)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400203708","DAF","Danio frankei","Leopard danio","","","","","","(Meinken 1963)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400203901","ABI","Alburnoides bipunctatus","Schneider","Spirlin","","","","","(Bloch 1782)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400204101","GIN","Gila nigrescens","Chihuahua chub","","","","","","(Girard 1856)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400204102","GIA","Gila atraria","Utah chub","","","","","","(Girard 1856)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400204103","GIB","Gila bicolor","Tui chub","","","","","","(Girard 1856)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400204104","GIC","Gila cypha","Humpback chub","","","","","","Miller 1946","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400204105","GIE","Gila elegans","Bonytail","","","","","","Baird & Girard 1853","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400204106","GIR","Gila robusta","Roundtail chub","","","","","","Baird & Girard 1853","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400204201","HMD","Hampala dispar","","","","","","","Smith 1934","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400204202","HML","Hampala macrolepidota","Hampala barb","","","","","","Kuhl & Van Hasselt 1823","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400204203","IJM","Hampala salweenensis","","","","","","","Doi & Taki 1994","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400204301","SVC","Hypophthalmichthys molitrix","Silver carp","Carpe argentée","Carpa plateada","","鲢","Толстолобик белый","(Valenciennes 1844)","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400204302","BIC","Hypophthalmichthys nobilis","Bighead carp","Carpe à grosse tête","Carpa cabezona","","鳙","Толстолобик пестрый","(Richardson 1845)","Cyprinidae","CYPRINIFORMES","YES",""
11,"14002043XX","HXP","Hypophthalmichthys spp","Silver, bighead carps nei","Carpes nca","Carpas nep","","","","","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400204401","BBB","Labeobarbus bynni","","","","","","","(Forsskål 1775)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400204402","LUE","Labiobarbus leptocheilus","","","","","","","(Valenciennes 1842)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400204403","LZF","Labiobarbus festivus","Signal barb","","","","","","(Heckel 1843)","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400204404","LZQ","Labiobarbus fasciatus","","","","","","","(Bleeker 1853)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400204405","LZW","Labiobarbus ocellatus","","","","","","","(Heckel 1843)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400204406","JEG","Labiobarbus siamensis","","","","","","","(Sauvage 1881)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400204601","ABT","Amblyrhynchichthys truncatus","","","","","","","(Bleeker 1851)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400204701","ANY","Anabarilius polylepis","","","","","","","(Regan 1904)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400204702","QNG","Anabarilius grahami","Kanglang fish","","","","鱇浪白魚","","(Regan 1908)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400204901","NMC","Notemigonus crysoleucas","Golden shiner","","","","","","(Mitchill 1814)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400205001","CTT","Gibelion catla","Catla","","","","","Катля","(Hamilton 1822)","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400205101","FCN","Osteochilus hasselti","Nilem carp","","","","","Остиохил Хассельта","(Valenciennes 1842)","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400205102","OSE","Osteochilus melanopleurus","","","","","","","(Bleeker 1852)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400205103","OSS","Osteochilus spilurus","","","","","","","(Bleeker 1851)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400205201","PGC","Pogonichthys macrolepidotus","Splittail","","","","","","(Ayres 1854)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400205301","PRJ","Probarbus jullieni","Isok barb","","","","","Карп Джульена (=пробарбус)","Sauvage 1880","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400205501","PTI","Ptychocheilus grandis","Sacramento squawfish","","","","","","(Ayres 1854)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400205701","RAD","Rasbora daniconius","Slender rasbora","","","","","","(Hamilton 1822)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400205702","RSG","Rasbora elanga","","","","","","","Hamilton 1822","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400205703","RST","Rasbora heteromorpha","Harlequin rasbora","","","","","","Duncker 1904","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400205705","RSR","Rasbora rasbora","Gangetic scissortail rasbora","","","","","","(Hamilton 1822)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400205706","RSZ","Rasbora argyrotaenia","Silver rasbora","","","","","Расбора серебренная","(Bleeker 1850)","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400205707","RSV","Rasbora einthovenii","Brilliant rasbora","","","","","","(Bleeker 1851)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400205708","RWS","Rasbora elegans","Twospot rasbora","","","","","","Volz 1903","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400205709","RRZ","Rasbora tawarensis","","","","","","","Weber & de Beaufort 1916","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400205801","TYD","Thynnichthys sandkhol","","","","","","","(Sykes 1839)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400205802","TYT","Thynnichthys thynnoides","","","","","","","(Bleeker 1852)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400205803","TWY","Thynnichthys vaillanti","","","","","","","Weber & de Beaufort 1916","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400205901","TOB","Tor tambroides","Thai mahseer","","","","似野结鱼","","(Bleeker 1854)","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400205902","PTP","Tor putitora","Putitor mahseer","","","","","","(Hamilton 1822)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400205903","PTT","Tor tor","Tor barb","Barbeau tor","Barbo tor","","结鱼","","(Hamilton 1822)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400205905","TOK","Tor khudree","","","","","","","(Sykes 1839)","Cyprinidae","CYPRINIFORMES","NO",""
11,"1400205906","TZD","Tor douronensis","Semah mahseer","","","","大鳞结鱼","Махсир","(Valenciennes 1842)","Cyprinidae","CYPRINIFORMES","YES",""
11,"1400205907","TZS","Tor soro","","","","","","","(Valenciennes 1842)","Cyprinidae","CYPRINIFORMES","NO",""
